name,latitude,longitude
2339,-12.24758855,134.6632994
2340,-12.24816951,134.6641552
2341,-12.24929451,134.665602
2342,-12.24929978,134.6656748
2343,-12.249578,134.6666358
2344,-12.24986913,134.6692273
2345,-12.24970449,134.6693418
2346,-12.25040288,134.6703287
2347,-12.25203591,134.6728268
2348,-12.2525405,134.6732674
2349,-12.25342469,134.6727844
2350,-12.25432432,134.6730513
2351,-12.25449409,134.6727253
2352,-12.25557866,134.6729638
2353,-12.25578923,134.6727197
2354,-12.25690171,134.6728024
2355,-12.25848311,134.672739
2356,-12.26155176,134.673033
2357,-12.26158307,134.6730469
2358,-12.26199685,134.6736766
2359,-12.26410035,134.6758359
2360,-12.26868811,134.6803846
2361,-12.27397263,134.678785
2362,-12.27506235,134.6784677
2363,-12.27890233,134.6752317
2364,-12.27965396,134.6746881
2365,-12.28086178,134.6738363
2366,-12.2818691,134.6722686
2367,-12.28304781,134.6698152
2368,-12.28597962,134.6680051
2369,-12.06923568,134.586521
2370,-12.08015019,134.6068282
2371,-12.09194547,134.6077736
2372,-12.09314837,134.6067169
2373,-12.0989807,134.597283
2374,-12.09900006,134.5972634
2375,-12.10103261,134.5959385
2376,-12.10705452,134.5926175
2377,-12.11921651,134.5883123
2378,-12.12648185,134.5838604
2379,-12.14252553,134.5887739
2380,-12.14421654,134.5871303
2381,-12.14604742,134.5890955
2382,-12.16077579,134.5938784
2383,-12.17064498,134.5834186
2384,-12.17070516,134.5872841
2385,-12.17243275,134.5928657
2386,-12.18141013,134.6018361
2387,-12.18423347,134.6044718
2388,-12.19255574,134.6099131
2389,-12.19593308,134.617173
2390,-12.19659933,134.6190916
2391,-12.20351734,134.6280744
2392,-12.20762066,134.6277964
2393,-12.21003291,134.6412716
2394,-12.21036697,134.644418
2395,-12.21335607,134.64256
2396,-12.21832106,134.6418794
2397,-12.21982607,134.6436423
2398,-12.22383193,134.6518734
2399,-12.22673915,134.6579754
2400,-12.22844631,134.6607196
2401,-12.23183908,134.6642889
2402,-12.23684539,134.6675157
2403,-12.24276836,134.6671576
2404,-12.24318506,134.6667097
2405,-12.24434504,134.6656025
2406,-12.24435723,134.6655856
2407,-12.24755263,134.6632545
2408,-12.24941134,134.668132
2409,-12.24940975,134.6681429
2410,-12.25943875,134.6729818
2411,-12.26158307,134.6730469
2412,-12.26159965,134.673055
2413,-12.26410985,134.6758599
